文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,原文链接,是否原创,文章位置,是否付费,文章发布国家,文章发布省份,阅读数,在看数,点赞数,留言数,赞赏数
2022-08-31,深圳福田：对“华星舞蹈艺术中心”立案调查，从严从快从重查处,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652191012&idx=1&sn=2fa473e13597aab1dee1ad72eb2fcaeb&chksm=8c4c0e53bb3b8745f1b91f02aeea65846f4b8cb66743ba8f47958205c457968666d7c569b14f&scene=27#wechat_redirect,去过这的宝贝，，别忘了翻上条报备,幸福福田,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJhlf6wE76pI6JVTU3dUibqyrCPQBib1eU8OJfB87wH17DXia0SfmsjvHMeA/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,1284,3294,14,0
2022-08-31,9月1日起，离深须持48小时内2次核酸阴性证明！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190937&idx=1&sn=8aaa6dd9b565e228a1c0d2beee34bee2&chksm=8c4c0faebb3b86b83e3fc5bcaad720cbe775979cf3315280356510cfb960b45ad5e85ffdf103&scene=27#wechat_redirect,为了生活，核酸全勤,深小卫,http://mmbiz.qpic.cn/mmbiz_png/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJh6OuYrCwNkDVfL55YaSZKdutDspicZvlSzUCMWxn7xrpEP9a5Njibw0Dw/0?wx_fmt=png,,否,1,否,中国,广东,100001,1107,2467,42,0
2022-08-31,深圳5家医院复诊，这2家医院发布发热门诊停诊通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190886&idx=2&sn=5488465ff25f365d155dd826f48f83ad&chksm=8c4c0fd1bb3b86c7245a8186f4a61c8e6b1508ffacb88123a1eb9268dbe32fa2edfcb054e0b7&scene=27#wechat_redirect,不要久坐，，记得喝水,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJhibUJUncUbun4txv7TdpnM4IyhTGPkc3HdX0yR7reWvjAyL6v7qXYiapQ/0?wx_fmt=jpeg,,否,2,否,中国,广东,100001,139,329,24,0
2022-08-31,8月31日0-12时新增11例！深圳对BA.5抢抓“黄金24小时”,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190886&idx=1&sn=6ff7ec5652144d3ed76881d91d48bbc6&chksm=8c4c0fd1bb3b86c7b1e52ccb57c3eb1039be3e89085d5827604effb5462abb12e1e9abe91139&scene=27#wechat_redirect,允许一切发生,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJh77yrjzdd82micv1Mu9qat6Gx4BhwdecdUQQEG6Ku5Uujh9D6kghhmfg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,1010,2596,65,0
2022-08-31,8月30日深圳本土新增20例确诊病例和17例无症状感染者，新增境外输入3例确诊病例和10例无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190625&idx=2&sn=e1d99841f86cac52e62ef2c3c5ea7f69&chksm=8c4c00d6bb3b89c071a8612cccf4b924f5b837be95c6979912914debb5833e851a411dc0a2df&scene=27#wechat_redirect,你以为的低谷，，也可能是转机,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJhbuu0AwCKe6d2ZO8oMiapnxCicnj2fZtwoO3biaN10TTueicMzTZ8u7MibHw/0?wx_fmt=jpeg,,否,2,否,中国,广东,100001,266,611,41,0
2022-08-31,深圳人请注意！8月26日至30日到过福田区华星舞蹈艺术中心的请报备,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190625&idx=3&sn=d219da8a29fb2e08617029abaf10bb44&chksm=8c4c00d6bb3b89c0ed96e6e7e29315fbfe1c31a2b206c036ad0c64cb613aac91443d2d471ade&scene=27#wechat_redirect,走过路过，，如果不喜欢，，请你礼貌错过,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJhdxSWYf2q4X29YNRSFR896IC0wALDykKglWsGIqXibpqHWBVibdL15E6A/0?wx_fmt=jpeg,,否,3,否,中国,广东,100001,71,172,28,0
2022-08-31,到过深圳龙岗这些地方速做核酸，涉餐厅、便利店等！深圳5区发12通告，划定或调整风险区,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190625&idx=1&sn=737a2e7f06333f334278f8eb29eede52&chksm=8c4c00d6bb3b89c0b03e5768d048c8ad8e120ae3919f533adfb56ade6c4ee54c0bd805e00b9a&scene=27#wechat_redirect,好好吃饭，，就是好好爱自己,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJhB057YPXVz5FTVxWGiaQYlzZLO7mD5kXE8tVHd8V8uN6ZKhXQWWwFxvQ/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,570,1369,55,0
2022-08-31,8月26日至30日曾到访过福田区华星舞蹈艺术中心的请报备！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190398&idx=1&sn=a27356373b9cb8f1ccb0c2e46e6a0d2e&chksm=8c4c01c9bb3b88df3e1c6cb3d8be0656ddc7c4c5019c1cbcad146e374722cbbaf8af7a607566&scene=27#wechat_redirect,转给身边的人！,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJheftXSheXzqGbHmxc1icDZa4iaeAXVUmhyVSybiawNNsLomVoKT2AnMOHg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,693,1724,57,0
2022-08-31,8月30日深圳在隔离观察人员中发现23例，在重点人员中发现6例，主动就诊4例，社区筛查发现4例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190393&idx=1&sn=dc0f140b4374c6617898738bed0ebf4e&chksm=8c4c01cebb3b88d829d92563ec6ebfa31782c9cdefff5ba4bec4fef68b9b2fb219dec35060c9&scene=27#wechat_redirect,原来安心，才能开心,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zSaOp2wDZVkELQyiaF2qNJhMSRudWjTZVVFEdXF5ZBZgA3KH9iao5vsDaOpibsPx1ZCialIjQYRiaYnVA/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,1574,3719,56,0
2022-08-30,深圳罗湖、南山发3通告！划定或调整风险区,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190363&idx=1&sn=c2cf097c84c1db1012087ae7cb4b0d21&chksm=8c4c01ecbb3b88fab4c696f4d45e0587c3f9f1fda83554cbffcbf5115f94482df238275c9c0a&scene=27#wechat_redirect,第六条发射成功,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xlvyEN9EyAnKAK7cZ67ypjf2nQagicpSfnuwPexpmCPkkK3Om32zicsoMt5S7HY85RvWzYrlSurBGw/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,1133,2707,66,0
2022-08-30,8月30日0-12时新增17例！深圳对BA.5“严阵以待”,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190354&idx=1&sn=105609e25da86c33f3d4e85ea6a0a921&chksm=8c4c01e5bb3b88f32f9834b22cd3fb64666ed6f7c8913d436eb738038fdeed0df72f0f69808c&scene=27#wechat_redirect,好好等，，会晚些，，但会更好,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xlvyEN9EyAnKAK7cZ67ypjYh796ibsU5ib5LAvBaNzUg959iaon6KsoaY3Mf8x5OQ7DLwEibGMtMiaq1w/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,1602,4235,58,0
2022-08-30,去过深圳宝安这些地方的请报备！深圳3区发7通告，划定或调整风险区,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190229&idx=1&sn=e914795fb827a6caa453b4085b543b7c&chksm=8c4c0162bb3b8874bec84459cd011a1fd598824e5bc1c9777f052026efa174065b4ce413df90&scene=27#wechat_redirect,背后原因令人烧伤,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xlvyEN9EyAnKAK7cZ67ypjF9EZMicLurlibpV9ZzIW1SFL4CTHaIlBhibrSPdP7VqxLCnt9yibE8JXSg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,836,2152,64,0
2022-08-30,8月29日深圳本土新增24例确诊病例和11例无症状感染者，新增境外输入3例确诊病例和2例无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652190145&idx=1&sn=a938f068462273bb7207f7ad46a271b8&chksm=8c4c02b6bb3b8ba08a6efc929e1cb81d553884b47ffa93d5a9417860ec9cb9056c86b9bb9e77&scene=27#wechat_redirect,工位还在，勿cue,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xlvyEN9EyAnKAK7cZ67ypjicLymRicS3Eqsqse2YblAxGB7U7AlaTUn58TBKULU9nXmG5etGpsIjfw/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,789,2067,64,0
2022-08-30,8月29日深圳在隔离密接人员中发现6例，重点人员中发现14例，主动就诊3例，社区筛查发现12例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189998&idx=1&sn=c15226b3a3a1b71fc37ce5eb5475dfdf&chksm=8c4c0259bb3b8b4f9874000187721b7552f084918a31677645e3fdd15d6b3af02e5bcbef0514&scene=27#wechat_redirect,要想日子过得去，生活还得带点绿,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xlvyEN9EyAnKAK7cZ67ypjqDfPkDZyEmTvxT48NPGYKwTBdAourctx6CCiavZaVeRYwa2JBerdYsQ/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,1584,3746,78,0
2022-08-30,深圳龙华外卖、快递不进入社区小区！福田区发布7通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189987&idx=1&sn=27bbed89a44bb4e8f8a9206707ffb174&chksm=8c4c0254bb3b8b42f844827937d7042d81f505a8591f1fd71204745a69e9aef334ab783e390c&scene=27#wechat_redirect,早上好打工人,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wAL84FicUD17mMibBRq3HgicUPTR3GYjMcVSWFF6DZCAjEjq1kicMt3knIrRowpibVOtSOJxB4r2lAXrg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,892,2275,50,0
2022-08-29,深圳龙岗这些地方暂停堂食！罗湖、南山、宝安3区发布5通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189938&idx=1&sn=156b90ea0100d8e3fcd40c999591b9fb&chksm=8c4c0385bb3b8a93d6ee303c0599991f3549aab27f788b916f72b257b2e90221e0a43660d6a7&scene=27#wechat_redirect,病毒都有BF了，，我的BF在哪里,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wAL84FicUD17mMibBRq3HgicU91l8D8ZfRQON75ooicjIfQwmOmM7wHKHiaDlwxXK8x8xgdSs2DUByjAg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,928,2164,67,0
2022-08-29,8月29日0-12时新增9例！深圳首次发现BF.15变异株,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189838&idx=1&sn=c6a71c7057e50c0af95664d7cd9bb99e&chksm=8c4c03f9bb3b8aef011932dd9383567853a93af430905d02dbee1b7cde6e08127ce2a526a75e&scene=27#wechat_redirect,别慌别慌，，有人来帮,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wAL84FicUD17mMibBRq3HgicUUI2wspPWHOeuujEWOk8Y0Xp1pxtzTrcGkWpm6H3kVoO5FEqZVZQE7A/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,1943,4434,71,0
2022-08-29,深圳罗湖、福田最新通告！全区暂停堂食，外卖、快递不进入社区小区,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189713&idx=1&sn=9da04170e3a4b38f541d292b55634e9b&chksm=8c4c0366bb3b8a705364d2873faaf37bbb9a097ef49c426d3cfccc44a622e084f36efef92e4d&scene=27#wechat_redirect,都要好好的,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wAL84FicUD17mMibBRq3HgicUPE6EN03vvnUq3d8TTyhwQkdicf1BjqwatKOqmJqOFvEP4ZJbjKjdpicw/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,747,1584,51,0
2022-08-29,8月28日深圳本土新增9例确诊病例和2例无症状感染者，新增境外输入3例确诊病例和4例无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189633&idx=1&sn=e33293d7c0ee89bf860560c58957d1df&chksm=8c4c04b6bb3b8da0e587fef008244a50f1ae0beef16821bc61f4732abd4470c9531bc5156405&scene=27#wechat_redirect,疫情快滚,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wAL84FicUD17mMibBRq3HgicUgfRhlK0e59X0FphRYyzjxC3tyhnib61GYasWCXlOuZHw75Qd9zaZXRQ/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,478,1011,30,0
2022-08-29,深圳这24个地铁站暂停运营！部分公交线路及站点临时调整,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189395&idx=1&sn=77741d08c44d78edc49055551e6b0dd8&chksm=8c4c05a4bb3b8cb2f167b23af3383143947d3b96c7713d6a880c5b38a6e5353cf8b5867ed45c&scene=27#wechat_redirect,人类的悲喜并不相通…,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wAL84FicUD17mMibBRq3HgicUDHMubEAEZUUOfdFxkX4v7xB4RwTZEld8Y0LndgD1EPC63GBNC6xG6w/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,677,1610,26,0
2022-08-29,8月28日深圳在隔离密接人员中发现8例，在重点人员中发现1例，在社区筛查中发现2例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189374&idx=1&sn=978c0440453ae86e7baf0b1234ee66f2&chksm=8c4c05c9bb3b8cdff4d7c3ac51d7f3867e6e9e55555240658d9dd7a6cb0db68ea76146cd314f&scene=27#wechat_redirect,听地铁的语音播报，还以为卡带了,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wAL84FicUD17mMibBRq3HgicUkIA2XrSzRc3LopqKlX17jCpLMqXmyncHLBxNkhZqibCD17r9m7MksJw/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,891,2027,51,0
2022-08-29,深圳福田区、罗湖区通告！这6个街道实施“严格居家”4天,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189347&idx=1&sn=222143137b7574c12bf75c396235e473&chksm=8c4c05d4bb3b8cc2844d5a787fd58c7709c53e9afe3d9f557a11cc18e0639cb7427ca83c4bc1&scene=27#wechat_redirect,？？！,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wZVTbXj3eFbOlmc9ub1ibGUvBO1dgSRJ46oXzLtUwmLZLhicmxicNJgZgIj2mm6toibricl8YsCGMFAww/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,977,2149,34,0
2022-08-28,去过深圳罗湖这3地的请报备！罗湖划定高、中风险区,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189344&idx=1&sn=47c0259e8f4e1ae52535be681803f71e&chksm=8c4c05d7bb3b8cc19021d081712f881c4f8550e2a5fd52cb64f80c46cbb7136327f51fda37a2&scene=27#wechat_redirect,不陪你们卷了，，晚安,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wZVTbXj3eFbOlmc9ub1ibGUPQOcvYArn7j6zEpLA7fQRAv9dAdaK3jx7EzLDog6P0rA13vrOeyrcA/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,497,1175,49,0
2022-08-28,中国痔疮地图，哪里人的屁股最冒火,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189310&idx=1&sn=2168f63c05a05fcb98e2135d2ba156f8&chksm=8c4c0509bb3b8c1f0cc82c08f556e00853ece98fc82061170dfbce6d25da6c550e9b9f5d345b&scene=27#wechat_redirect,菊花残满地伤，你的笑容已泛黄,谢毛毛,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wZVTbXj3eFbOlmc9ub1ibGURugsLwMrcicKiaCUagWM96pQBagJjgA3x8orOxdLr1SxDWdPF5a8yr7w/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,512,1423,67,0
2022-08-28,去过深圳罗湖这个地方、坐过这辆网约车的请报备！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189173&idx=1&sn=2fbc7f2309d0530c02a44fdab9cc9c08&chksm=8c4c0682bb3b8f9445e060b1325976b4e918db6099372e19c2ae0f3381b2a793964857a0c7ea&scene=27#wechat_redirect,没消息就是最好消息,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wZVTbXj3eFbOlmc9ub1ibGUiavfaF8V1onvOYHib1xFbv7WR9sIdxkk9DYAoeZ5vArzaYmAkAtJQwfQ/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,646,1848,59,0
2022-08-28,8月27日深圳新增新冠肺炎确诊病例12例，新增境外输入8例确诊病例和4例无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652189141&idx=1&sn=c10405f7a7c44e2797166a51dc93bb38&chksm=8c4c06a2bb3b8fb49f6545e1ebbcb0126211ad4a8473645679259d1c9761a6950c4c3c5c1e9c&scene=27#wechat_redirect,接下来的任务：，，等中秋,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wZVTbXj3eFbOlmc9ub1ibGUZSyicr06RibV4fN4ZibktWATLBQepNJmwkUYGw3rgjiaOHwX1wZ1ZDibTIQ/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,408,989,70,0
2022-08-28,8月27日深圳在隔离密接人员中发现12例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188952&idx=1&sn=2d77029c144b290a8b880c8430f72560&chksm=8c4c066fbb3b8f799efbbfaad6fb5d3e731417b0901615f74e26bbdbd4b0f800edf85e072d31&scene=27#wechat_redirect,周末早起，，赚钱真难,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wZVTbXj3eFbOlmc9ub1ibGU1jaA3iaQBj63S9DXicpqMvFibvN43x1qlocCtqKS2fExcYHTnEv6nvHBQ/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,951,2493,61,0
2022-08-27,有深圳宝安龙岗这些地方时空交集的市民，请主动测核酸！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188909&idx=1&sn=013fb87d9c3df84604d786e4618f614b&chksm=8c4c079abb3b8e8c82c9b28d018b74ed375b28264bb9eb1cd99a312349ee4cbc90563df4021d&scene=27#wechat_redirect,嘿老铁，往这看，热爱工作的我又出现了,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yibAMj2ATJ2W5zzYI2ZZWeYRnAWZYib32nGMWZ9osOFSMLraWaibUxFCRgnD6iaWKUEb7MuiakkYweCQg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,586,1470,57,0
2022-08-27,核酸采样用的“棉签”致癌？我信你个鬼...,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188901&idx=1&sn=81efc212a46cbc3b19f5bffc8a323006&chksm=8c4c0792bb3b8e8476e00477ef31a8b610e157a946bc6a85ca1f106c46364c5dcacc8f705652&scene=27#wechat_redirect,棉签：我没惹你们任何人,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wbbH58rXvOubib3Piaa8ZLZD29M3TVYvyTFQC2OxIg4Qr2d6jlxdiaQyJ9viad8whM5e1wbmW9Nia9icAA/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,723,1817,65,0
2022-08-27,8月26日深圳新增6例确诊病例和2例无症状感染者，新增境外输入6例确诊病例和3例无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188900&idx=1&sn=16d8fde47d5bc7e31edca69cc4e7afcc&chksm=8c4c0793bb3b8e8544ddf4793bd92d25696f2ba2112b4440d5490626f438cb9afc0ef80af7cd&scene=27#wechat_redirect,工作就是工作，别加太多佐料,深小卫,http://mmbiz.qpic.cn/mmbiz_png/N5niatN9B18yibAMj2ATJ2W5zzYI2ZZWeYg8se8QCzZkxCvNKiapovibFnibDWqe4Vll4Jjp5zwsqshhkwVwyNXxDicg/0?wx_fmt=png,,否,1,否,中国,广东,100001,484,1217,45,0
2022-08-27,去过深圳福田罗湖这些地方的请报备！2家医院发布停诊公告，3区发布通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188878&idx=1&sn=de1a5aa97002c39d097e3774762025c3&chksm=8c4c07b9bb3b8eaf063c595daa809cd9ce47d7705c6f8d49d41833501c2b8adb288603326dd7&scene=27#wechat_redirect,叫你偷偷去吃独食，这下瞒不住了吧,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yibAMj2ATJ2W5zzYI2ZZWeYDN6Xvs6AtxCicyva0nZA0jibIQnd8bUTywScBXgYw0ZZChoYswJN6a9A/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,423,1130,60,0
2022-08-27,8月26日深圳在隔离密接人员中发现7例，在社区筛查中发现1例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188867&idx=1&sn=399976f2abc81d53b8c3c557bf573690&chksm=8c4c07b4bb3b8ea2351faf7662cc15ee17e8ad36aed680f9dd82bddb7b2158fafa2449bdb891&scene=27#wechat_redirect,一个星期总有，那么七天不想早起,深小卫,http://mmbiz.qpic.cn/mmbiz_png/N5niatN9B18yibAMj2ATJ2W5zzYI2ZZWeYomQDWiaSiafaJxzvicBM5JVAQ9iaNOJETict3rWKRo3GX0xtGK4G6vxwMbQ/0?wx_fmt=png,,否,1,否,中国,广东,100001,741,1886,73,0
2022-08-26,“别拦！我要拿这‘50万’去900公里外，救孩子一双眼”,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188859&idx=1&sn=9fb7694ba8406dae8f313b8bbcd93057&chksm=8c4c07ccbb3b8eda5da853311f7a48322c53a9a35a35f4f3ca061da54335c34ae7c04f726e2a&scene=27#wechat_redirect,当妈后看不得系列,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xLUqBw5CmlVrZPFicMXxbIFjicgIFV2AvcORXO8ZTpuBEFppQ8NxjIzibvIodasVhnTBictOFibKXKy5Q/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,694,2736,98,0
2022-08-26,8月25日深圳本土新增4例确诊病例和4例无症状感染者，新增境外输入4例确诊病例和9例无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188457&idx=1&sn=dfde343ba16744893bd1010346d9efb1&chksm=8c4c185ebb3b9148ab6e377f0ead7cfb9f6cd6945869c5a8fa9fffc8b08455375eaa02c8f487&scene=27#wechat_redirect,下辈子做只快乐的小狗,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wbbH58rXvOubib3Piaa8ZLZD7yibR6rIpsTj9YribqzVSVxbd0eTej352ibpHxD2Er0fpsxpPlXPP8eHw/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,483,1227,53,0
2022-08-26,深圳龙岗、南山、福田发布通告！划定高、中风险区,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188423&idx=1&sn=25350f5dee7440558df57f9391b9face&chksm=8c4c1870bb3b9166b4052c07b9d38bc369921452ba81bc5877f7b4f424cd47efea94a923856e&scene=27#wechat_redirect,摸鱼时间到！,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18wbbH58rXvOubib3Piaa8ZLZDdYcdxpibKuYnGKs8aFmCN9KttVVBcDicZMRumTxjSIibYdwj5AAsvlWRg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,514,1287,55,0
2022-08-26,8月25日深圳在隔离密接人员中发现4例，在重点人员和主动就诊中发现3例，在社区筛查中发现1例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188407&idx=1&sn=2d1cc429e5eb7afa89c21e6ca8f51c73&chksm=8c4c1980bb3b9096cd9af22fefdd5858960724ffef02af05a097a204e3dec065dec18d264944&scene=27#wechat_redirect,通往富婆之路的，一天又开始了,深小卫,http://mmbiz.qpic.cn/mmbiz_png/N5niatN9B18wbbH58rXvOubib3Piaa8ZLZDQrvJBhXgyjUBRLEiaNTrongjWPGPh8qxa5NX9evrkwQez8wPGYzdSoQ/0?wx_fmt=png,,否,1,否,中国,广东,100001,1002,2592,80,0
2022-08-26,8月24日去过深圳福田这地方的人请报备！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188399&idx=1&sn=024b9f9aa4ec28a3d372d8c60b3f3700&chksm=8c4c1998bb3b908e2863e2f07a8e4835a007a7844edf7a39fad6fcb1063fcd6b574b83b988e3&scene=27#wechat_redirect,好好想想,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xLUqBw5CmlVrZPFicMXxbIFmp2gmwWbItqiaQKeWeibTfobVpAiabG4sPaNQjB34xibnbENicbtEES9cJw/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,610,1507,84,0
2022-08-25,鸡蛋米面免费领？都是骗人的陷阱！爸！妈！别信！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188386&idx=1&sn=dff60526be18c33952e0005ee2b1274b&chksm=8c4c1995bb3b90838d03590db30dfebc6a39a607ba9dac75cee25e86d5a381f1cd4d86a57248&scene=27#wechat_redirect,有人被骗上百万,,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xLUqBw5CmlVrZPFicMXxbIFibzmnxnibq4RpCXAuQFDOwEwv6a5dxzGjvjUQZSD2NU20ZiaJxmv9LIibg/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,314,794,70,0
2022-08-25,8月24日深圳本土新增4例确诊病例和2例无症状感染者，新增境外输入6例确诊病例和2例无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652188290&idx=1&sn=e32b43d2101a06d804378b192712fe90&chksm=8c4c19f5bb3b90e3d5042a35a0a05ed45cec4c2ac99a0b1c16259a67e86d5bd198bca85c40c9&scene=27#wechat_redirect,轨迹已更新,深小卫,https://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18xLUqBw5CmlVrZPFicMXxbIF6tmXReFcX8xH7XHakMicDiaYIdXG91NLSpKWFILpFHqk6HhF6BFJn4fA/0?wx_fmt=jpeg,,否,1,否,中国,广东,100001,473,1215,37,0
