文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,是否原创,文章位置,是否付费,文章发布国家,文章发布省份,阅读数,在看数,点赞数,留言数,赞赏数,视频数,音频数
2023-11-14 08:54:33,乳腺结节升到3级，离癌症不远了吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248379&idx=1&sn=2306e3be2c1b43e96a74128e58ac6a6c&chksm=721681c34c3a6abc5bf904169b4820bd620313aae08f39b048d5415312eb1168c4e74d639e31&scene=27#wechat_redirect,放下助人情节，，不然乳腺结节,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18wNzV9qYUs1mV809hScRUCxNBVReB0BxDuLI2ASoB7NCUlJiaU4IWbD1NmyR4SfTYyA3pGAPy30nbA/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,323,1065,92,0,0,0
2023-11-13 20:03:52,糖尿病真可怕，看完都不敢点奶茶！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248366&idx=1&sn=b460132263c69617c4c91077058c9c1c&chksm=731798cf4c3a68ab2e9ce5a8970b40eae4dec94e3347aca1cdcfdcf9573c22c38c8c00e6c4f5&scene=27#wechat_redirect,生活已经那么苦，不喝奶茶心里堵,混知健康,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18wNzV9qYUs1mV809hScRUCxH2mOFWqH9DaeB5DfO4cgw8ICF32MaHzY92rsIr5spXBhQXXtZBK2iaA/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,565,1821,79,0,0,0
2023-11-13 16:07:39,这些病都是被“气”出来的！尤其这几类疾病，看完别再生气了,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248358&idx=1&sn=002e2abc70a76c74f79a6d8465c7c35a&chksm=dabed18e483e68a39f76af29c8c74fdd9e33d2ac2fae8acd22ba815988aa001a5b216203aa9a&scene=27#wechat_redirect,莫生气，气出病来无人替,百度健康医典,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18ze9HEUTEVDF45ia269GFjDBzQNjE0Tl1p1KLjSNJcsvIumaKsBQdrtEP6XjsvgZBZiavuX51cMaXHw/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,526,1210,97,0,0,0
2023-11-13 09:31:44,抽烟、喝酒，会加重打鼾吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248356&idx=1&sn=c45d6badbc58a88efc550f02832cc0ce&chksm=7f1bc994ec9a60a9e2dc48c49ece0a9f63404d9d780c2c72ea46fd24ee1e29a346d6b5197353&scene=27#wechat_redirect,说了你也听不进去,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18wNzV9qYUs1mV809hScRUCxWG45OvZqHU2PP1TjUEpe5DIlibSIY6HaXLpZ0ZtBQ3B9ibbLDnYic1IqA/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,154,480,90,0,0,0
2023-11-12 16:01:02,你的心脏，就是这样一步一步坏掉的,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248341&idx=1&sn=cb3bfd2f0b053a2d2326632b184931cf&chksm=7a1ec1ad403660980d0720959e0174a4d53994437a58edef5d4297f195bd709fc0db924155e3&scene=27#wechat_redirect,心脏的报警信号,丁香医生,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18xwJhz30f12qG54VTTAd5ZQgrWw398kdQr3BfAndCyHtB7c3QpH3AvHc59C7Sjl5DpXsb4uPtBe1A/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,642,1572,93,0,0,0
2023-11-12 09:47:01,人太好了，总是会出问题的,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248340&idx=1&sn=1688bcd087eb0cc64dc698c2fdbc1ab7&chksm=ff9b88e5ec9a6a93bbc21d4ffffaba6084c950bb154b0e78303b0701a143aae9e2a224537899&scene=27#wechat_redirect,经常被人夸「你太好了」，而我却高兴不起来,简单心理APP,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18xwJhz30f12qG54VTTAd5ZQOHCiaPtYVIJUk1HRSHZwNdYhgV91CiaauZYLMw22zicIa1PXgBYNibDQ6A/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,843,2598,100,0,0,0
2023-11-11 16:13:10,中国人的8个餐桌陋习，有3个能致癌！你最烦哪一个？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248325&idx=1&sn=c136c16104c2d99be534d96768423211&chksm=413fc8b46c1a68801c5ccf9a40e92e2f26a238f43c2bb7fbea1a03e38bfb51c2028d46509340&scene=27#wechat_redirect,如果可以，我选自己一个人吃,腾讯医典,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18ze9HEUTEVDF45ia269GFjDBwRT9z2jjdrFGxjibuFG11qYvcia0t9Pu6yPh8RVLIBXOFOtROgia226ww/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,618,1448,89,0,0,0
2023-11-11 09:08:15,一个人越来越逃避社交，原因只有一个,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248324&idx=1&sn=646bd3b41f5ae1629d9312729519aea6&chksm=403ec9b440366089e996f1eb5e672ddf069d2b36a28e187a29e4040eb188ca5ed20f7fd7a878&scene=27#wechat_redirect,没有对错，做自己就好,小弗与小鸭,https://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18ze9HEUTEVDF45ia269GFjDBTy6e03nsLsUu5Bh9xjiciauLwWHBJLav6STiamKzXJDxpQ7vStdfeBI2g/0?wx_fmt=png,否,1,否,中国,广东,100001,987,3126,77,0,0,0
2023-11-10 20:25:54,鸡蛋一天到底吃几个最健康？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248323&idx=1&sn=5b960a8127396b346de87110a8b827e2&chksm=651bc9b3483e628c24fb56a10b0c57134f688fbae59c0b6e3c2a2cef32f2cb8a13293edc57b4&scene=27#wechat_redirect,炸蛋！,王璐,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18ze9HEUTEVDF45ia269GFjDBd3GlwW0L3rytbv4ibnhLr3L2eYEeBlwnf9ibzHdicpPVVltLBZia2ZbTWQ/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,313,869,76,0,0,0
2023-11-10 07:58:29,睡高枕头，会驼背吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248320&idx=1&sn=43eedc365c63d1c3f40f59c9562b398f&chksm=c8b680f9403668858f434cb8b3dfd6ec8bfed54d6e3192f666a964d707c7a0b48a9636999b1c&scene=27#wechat_redirect,高枕反而有忧,,https://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18yiabPkq330sO0KJeY1Okiaiaaiaw83baLhzfanc1QxbNlMsSjOHoJcSZ2Y8Cric1YjpfFT5HsFBye29MQ/0?wx_fmt=png,否,1,否,中国,广东,100001,314,1089,70,0,0,0
2023-11-09 20:02:46,大肠癌一确诊就晚了？大便有这些变化，可能是大肠在求助,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248315&idx=1&sn=934e45122fbd497967a087a676db9460&chksm=4937d1526c1a697e83424469f025e60a7757064412aebbe2cb5fc9e945cbf0a3003140850c22&scene=27#wechat_redirect,你品，你细品,腾讯医典,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18ze9HEUTEVDF45ia269GFjDBqNPhrcUmXkHl0dhzDPqric3BeWGka0AYnk8VU5vGvblt0rM9PMdLr4Q/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,222,694,90,0,0,0
2023-11-09 17:07:30,不懂就问：安全套能100%防艾滋吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248314&idx=1&sn=4d37d06eb283a1d612e3067a5fcec48c&chksm=e19f890b64126b7d48f86b3cc2feb0dbeb62e2cfd6f95198df626bc5d32777a52691d80c4132&scene=27#wechat_redirect,emmmm,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18ze9HEUTEVDF45ia269GFjDBWYibVjOIGryibY2NNueMOO1C6nXaTrCiakQ3GXge6yQvHztpfbZ01ibxAQ/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,159,733,71,0,0,0
2023-11-09 08:43:50,每次炒菜放3勺盐，我妈还说“不够味”，咋劝？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248308&idx=1&sn=58042fd92370fca97f27362828e689f2&chksm=403e911dec9a6971c05be8ca93b850a85a14d6fcd8b3120a66b95ab055c040554ed8cae2d306&scene=27#wechat_redirect,清淡点好,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18yx6MmDXsbl3ubJWCRIW6Q445aIks0S01dWMia0yzeicGiagvdiay4SWrz7HAq9C5BFQ82lJYuJBCfiaZQ/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,287,1075,87,0,0,0
2023-11-08 20:03:54,28岁骨头“脆”成方便面，她却说生娃的快乐我不懂？！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652248202&idx=1&sn=ffcde87b24a6e3021b77a1c1f81289ef&chksm=e8969062c0b66b0d1435fe03fcb7f8c87d7ba48e11a19f4d9bd6708c1330d817e26fd6951810&scene=27#wechat_redirect,横扫道德，，做回自己,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18ze9HEUTEVDF45ia269GFjDBSCNWIY2GSKKW5r3SiaX6bk6ueQyKraULMWMGibHNPquZ9fJgId3b8HWg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,281,1199,89,0,0,0
2023-11-08 16:01:46,人人都夸的“干湿分离”，深圳疾控却要反着来？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247975&idx=1&sn=e838a4d623bfe982c60089c29c8930af&chksm=e49a9f4f483e6420121db9e8f8eea5470d4173fe8c158afc0a9b9d39a13d8f32537af94d0c1a&scene=27#wechat_redirect,虽然看不懂，，但大为震撼,深小卫,http://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18yx6MmDXsbl3ubJWCRIW6Q4lDibIbdibGgicynvWwqLXwcagcRPvbibSrRNZEsKPXscElNmQLYXvyFcug/0?wx_fmt=png,否,1,否,中国,广东,100001,217,774,49,0,0,0
2023-11-08 08:47:51,酱油吃多了，皮肤会变黑吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247771&idx=1&sn=c5af33f43802e52131254abbef746c23&chksm=48368e234036655cd283c69618220926896b3f12f471578ac4c9bc96d731f662642ced81b995&scene=27#wechat_redirect,来，给你做饭,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18yx6MmDXsbl3ubJWCRIW6Q44PVV3NrInCM0Wgepwb2PmDUY7DOvkJ3dKw2F9ht8z5ias9icQnibQbyWQ/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,304,979,90,0,0,0
2023-11-07 20:10:17,“当刀划过手，我才感觉到自己活着。”当孩子自伤，父母该怎么办？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247760&idx=1&sn=6426b7bfe6c3bb871f979db3a166ca51&chksm=e293df79c4b26755137ce9bf735794f9c49b7144fb74c7047a8434dad2cdb8de5d2549fa0212&scene=27#wechat_redirect,看见就是疗愈的开始,深康宁,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18yxHn5wfShjhb21ftIXv5jM87tic8bib2zYx0N4LibZ88eWmTHChsXXN4365qKd3RZLE64oVge4zKc1A/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,437,876,97,0,0,0
2023-11-07 16:00:01,拍一次“片子”，能“吃进”多少辐射？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247734&idx=1&sn=4d1e581863ce601491ec44bd568f0a24&chksm=e7968747e09665312bed2cd9284880a1f3aa5c0e250ee4c15e27d08f7600750fdff9294c9289&scene=27#wechat_redirect,关注点跑偏了宝,,https://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18zzlgobW3uIjpsl3VgDz7YiaGkxgKvRfU2JctKa5Ziaf1s5u3knkxic9AJ6AcVTZIZMKW3EUhSxHAnCw/0?wx_fmt=png,否,1,否,中国,广东,100001,236,682,83,0,0,0
2023-11-07 08:41:38,食物过期，还能吃吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247656&idx=1&sn=33ab43f3796766fc12cb4e13d42d4b65&chksm=4f3ed6c8c0b66de7a62a01535d8539dec2458d805fe4176f741e7685afe736a0686870c825c8&scene=27#wechat_redirect,谢谢你，价格侠,,https://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18zT7jqIH4YNvsZTiaCnTStfyPfiawHuHC0f4csN1Hl8QurAwd0Mc13W3apibbqfFFOWQraicldCkzvJEA/0?wx_fmt=png,否,1,否,中国,广东,100001,258,867,97,0,0,0
2023-11-06 16:14:26,卵巢为什么会长囊肿？囊肿会癌变吗？6个问题一次说清,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247638&idx=1&sn=c47e8c2c14992a35251ae6c2d7052362&chksm=6e1fdfffe4926dd9185d2fbb54c733c99e7de471451b06669bacb388bd77ccb850e33badeab1&scene=27#wechat_redirect,别人：吃苦耐劳，我：吃,知妹,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18yS75HXLBZnMWVw99lTaBAib11muiaLvtN7Oub5ia2huwiaoQJ8lACchJ0rBChhKHzDMyOTHnCUL29D4Q/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,150,508,88,0,0,0
2023-11-06 08:40:47,头发长，会跟大脑抢营养吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247566&idx=1&sn=98880fd341e66c4f36eda72402e1c893&chksm=c3b28ef66c1a6f83e35ab7390dbd5459125101b9e45c3ad5930effff725a8b08e9a3f0e9f8a2&scene=27#wechat_redirect,感觉变笨？，，可能是加班加多了,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18zzlgobW3uIjpsl3VgDz7YiaQ0Ho7Ofjm7KogLuz9mXfxibLKWeOFcibuZd8GxMfO7wgCMtzCpibpslOA/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,271,1039,89,0,0,0
2023-11-06 20:42:56,有娃的注意：这病有传染性，现在正流行！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247655&idx=1&sn=25e88e071e87d46da66c0bbc5e0cd3e7&chksm=4637d7c64c3a6de8d00d9457d304dc4390832d0b17957cd80db67819f293086c5c5abb088b0c&scene=27#wechat_redirect,,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18yS75HXLBZnMWVw99lTaBAib8mJoNKwnafTa7GqBuX57nX2ibqFkrpyX6Dfe3AribIHPTjqV3NW3ZPiaQ/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,234,683,95,0,0,0
2023-11-05 16:00:32,中国男性私密数据曝光（女士勿进）,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247565&idx=1&sn=94b94bf01267a5e098ba3ce9bef0aad7&chksm=cebfdfa4e89e658a5f9e1959b670d23052c7903310d56812bbfa77f67756bb7b3c385b54fa15&scene=27#wechat_redirect,初见还是齐刘海，，再见已是地中海,百度健康医典,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18xaYjEFNUug5lTPuKgYTOlicrPrlYNqSLAX5o6tcQWZmLruibZLxWlWmOZHCY75iboBEFfrlGjquT0Vw/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,1138,5530,96,0,0,0
2023-11-05 09:37:45,吃下去的金针菇，真的会原样拉出来？我们跟踪它走了一趟…,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247534&idx=1&sn=24810f890bee3c2c42246c56d2ba307c&chksm=c6b7dd464036646b268d7db310a20b3d65c3998d52c9b42799efa001d2eac5c6dd903045ecc7&scene=27#wechat_redirect,世上最美的情话：，，seeutomorrow,Murphy,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18xaYjEFNUug5lTPuKgYTOlic4BYbw4hH8d9StDl0TpJeq3xlncUfpcPY2ftDKgFTvBrtw2aa1QBvxg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,345,1408,96,0,0,0
2023-11-04 16:01:48,我想有个潮汕朋友,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247511&idx=1&sn=880c2917d803b1cdde1a876f4060fb04&chksm=c7b69d3f483e6c5ae912af6cdba78b1239e3f42f2d1bf2bd11df41a15cf4464fe45eedddca70&scene=27#wechat_redirect,先进来“夹爹”,ShenzhenLOOK,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18wpZbHaI9rFkibzugVrAmvfZKvTiaArkJmjjw9qUqE91Eeib4icZ884OBFHicFnibUzKl4tDf75GBVJQvtA/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,1427,4623,90,0,0,0
2023-11-04 09:46:41,一图读懂：支原体肺炎“三件套”管用吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247501&idx=1&sn=a4b2c51183e91068d9800efcf9efe732&chksm=e796c47c6412664a6bbb892d2c27acdbe00952f4c43447de7d59db75050aed6f8d039d8a9895&scene=27#wechat_redirect,再不说我就要，，把肺咳出来啦,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18wpZbHaI9rFkibzugVrAmvfZqTwHJhxNr4qpSdyJIZUQvTnWicf0ibBDkdibSZG8WqbbaR4AaNoYvHVPw/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,141,317,69,0,0,0
2023-11-03 16:27:49,27岁小伙“口吐鲜血”，因为长期爱吃它？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247455&idx=1&sn=9c497c47ca740a70f2f7309b4ad94166&chksm=141f8d674036641a161b9a9b04a127b168260c43b50bf61c344517db0145a917502734b1066b&scene=27#wechat_redirect,白天：再喝我是狗，，周末：汪~~~~~,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18x1Ynq4723PFSrhdcicpBHytjccz86R2H76KR6gY0pSvJ9KhDHL8VSMbBiaYWgDAEQUPs1bGuxGgYmg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,262,690,74,0,0,0
2023-11-03 14:24:50,关于支原体肺炎防治，这9个提醒请收好,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247428&idx=1&sn=9ab617673dc735ddf4fd315a17eb2ecb&chksm=b5bed524e49266037ace33b86ee94fbe638928bdfe4fec584f9e7a0dfbea53d958f6fa4cbbab&scene=27#wechat_redirect,不是吧？，大人也会得？,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18zzlgobW3uIjpsl3VgDz7YiadyapqDbybibaKhsMR4xJOo8BCHg2lOejdHDJHuO5cucbX1QR2ZrfAhg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,243,559,93,0,0,0
2023-11-03 08:49:08,土豆吃对了，还能减肥？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247367&idx=1&sn=23b473af1c2d21bbf1de2a10a5031e77&chksm=303b9caee4926ccab9e1e6853480e00c39ed445fc225d7410485a3f7c4ad7848a74c0cb9234b&scene=27#wechat_redirect,太瘦压不住福,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18wWwA8hSVaug5CkOCQFpEXlFnz2kBVQmEAk2c5mGWutmEyGbDCmA2ofjkJTiazogTg9R6ZuM2aFsLA/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,236,980,91,0,0,0
2023-11-02 16:56:20,乙肝拖成肝癌，他年仅53！“团灭”癌细胞，医生用了2小时,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247297&idx=1&sn=18625dc74cba8c8946e9ea8ecf739732&chksm=353eccb8ec9a6c8c0b46767fc5155983a53dac1696ce02c5046e655d7dbfd562e21d70ecdbfb&scene=27#wechat_redirect,指哪打哪,深小卫,https://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18x1Ynq4723PFSrhdcicpBHytnKcAgqmPnSPDt0nOaj1M1UDrFibFrHIhyBFhrR4uQia1gkpXYkAHNtMQ/0?wx_fmt=png,否,1,否,中国,广东,100001,559,1982,87,0,0,0
2023-11-02 09:07:33,我不敢去爱，因为害怕离别,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247290&idx=1&sn=96e1a1e1538054591e0607b82c3b3712&chksm=b4bfc44a6016657fbb92053c26c4122cb982f0bff7c17ad3000c24391ee94c3c54f20208c319&scene=27#wechat_redirect,这一生，离别无法避免,简单心理,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18wWwA8hSVaug5CkOCQFpEXlah9SpdnuCib9FM40zcfZAZnuGaXWxqlxia2RAVz19GvAcPX1n2FQe8ibg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,782,2085,98,0,0,0
2023-11-01 20:42:23,@所有家长，这个疫苗赶紧打！自费都要打,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247261&idx=1&sn=57c719efc3e7833b56a1217f2fbc1d88&chksm=909bc46dc0b66558961c0a7197c4f76e93241875e7d7dde872b825dd7797d0d06d83d89404b1&scene=27#wechat_redirect,哎～呦……,深儿医,http://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18zT7jqIH4YNvsZTiaCnTStfybhYpEzvDdEn1t0y5fKaWLv9caE9Uzjm39WdT08b6mHRX6NBJgShjRQ/0?wx_fmt=png,否,1,否,中国,广东,100001,314,642,94,0,0,0
2023-11-01 15:56:11,第一批90后成中风高发人群！我反手打出深圳这个“地图炮”,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247237&idx=1&sn=d55bea8e7772be979b954ecd7c2fa9b6&chksm=bcb7cc7dccba65405c7d7bd86c860c3cd5037ffd1ef972dd001c38c421259ff0417c6dda5d19&scene=27#wechat_redirect,脆皮打工人的命也是命,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18zT7jqIH4YNvsZTiaCnTStfyia2Bj4vhsMH6X6FiaNy6SuCcXm0C2Jc9ZUiaFtR0zVztEtLRiaHBdQot0Q/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,240,615,87,0,0,0
2023-11-01 08:46:21,橘子吃多了，脸会变黄吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247171&idx=1&sn=d95b618cb154f9b57de52cdba06d698e&chksm=bcb7cc3b4c3a67042d1b6bb773fbae210f43d445936ee252785a86321844c2111306380d90d8&scene=27#wechat_redirect,吃橘子脸会黄，看？？脸会绿,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18x1Ynq4723PFSrhdcicpBHyt5ictkaicyuIb5fzzkLX6yubb57HKc8RrCA8xGrhhBenUw4nmOoQbfjicQ/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,327,1353,97,0,0,0
2023-10-31 20:17:41,19岁学霸，被爸妈送去“电击大脑”，只因在家躺平5年,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247170&idx=1&sn=a85444171ed2bf8851cf403efa220f5d&chksm=b4bf8c7accba650731a41ab748692dc04ba36987543c9b709d5b88716baa6ac3273fff84d23c&scene=27#wechat_redirect,看得我头都要炸了,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18yhmKibefQ7CcwJhMBHORz9KEibnNLm4unEFOVx2iciclC1ypeLty8qRhic5kKt3XbcBJ0x7RbpPkFBUnw/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,439,1662,98,0,0,0
2023-10-31 15:59:37,试遍了治鼻炎的方法，我发现这1种有效,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247131&idx=1&sn=5f99502cc5aa9bdee330f5a83ce5fe92&chksm=3d36dcf3c4b26dd6c03b97b30c3034ed264e4bbe6b02fe2e65db7ea0880a3fc34f77f7224641&scene=27#wechat_redirect,吸溜,腾讯医典,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18x1Ynq4723PFSrhdcicpBHytP0c4DicQaQ8tBAMVfPt0a0FHFLUj5OrmVkmNQNyxRtFicNRQWZQIdYdg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,362,1057,99,0,0,0
2023-10-31 08:55:10,米饭和面食，哪个吃了更容易胖？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247083&idx=1&sn=038982369d9646ea8922994dcdf8e87a&chksm=3e339dc2c4b26da6d17dced6fed814234e0225a2c5bd89ad4be7f3f8aa0c8cfbf6774195d86e&scene=27#wechat_redirect,冒饭了,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18x1Ynq4723PFSrhdcicpBHytDTAXq5nrAyPtFVnCu8G3nynT3l0Te26CtTdib4ZtGc2ddIYArRQwZYg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,365,1230,95,0,0,0
2023-10-30 20:18:14,拖延的人，常常在这1件事上过于勤奋！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652247026&idx=1&sn=43cf42e5fcfee3fd4b2ad4ae2c6c9165&chksm=3e33cb4a4c3a6277399f8132a8227a62b6552e02669d9d78263f730c39d616251557e1ac3c3f&scene=27#wechat_redirect,想多了都是问题，做多了都是答案,小弗与小鸭,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18yhmKibefQ7CcwJhMBHORz9KULX0sBTnMkhbcvcZAQSChWQWUNsU16e6hegblOo7AnUHexf3pJoXLQ/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,313,1314,79,0,0,0
2023-10-30 16:25:29,7次跨越时空的对话，18岁少年的“魂”，被喊了回来,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652246979&idx=1&sn=ec7937cb2c96ed74eec5b3d966849742&chksm=161b8b3bccba6044f10da55a39c3d08a04fd744d1aa69724fa41e5b584c3177d1ef374b24cdc&scene=27#wechat_redirect,我们永远有话说,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/N5niatN9B18zyjWuhrg183ibqJQUL30icMUTiaMvAgSUwn9iagJ1h3TkJzk3DSwn2sBAib4C3wibBr9EnuANqDvS5ViaLg/0?wx_fmt=jpeg,否,1,否,中国,广东,100001,185,596,100,0,0,0
2023-10-30 09:33:09,生活中辐射最强的，可能是睡在你旁边的TA,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652246855&idx=1&sn=c8d9062178e7037c88473a6d83707239&chksm=161b92a64c3a6aca4a7b998e2444ce45708da187f02817fdb118866e0c069fed1c7c44638afc&scene=27#wechat_redirect,还费rmb,,http://mmbiz.qpic.cn/sz_mmbiz_png/N5niatN9B18yhmKibefQ7CcwJhMBHORz9K12kcCYpTXdlBicb4IzF1deTMTNO2GqX4vzyFsvEuKOvAyicoKraRNlBA/0?wx_fmt=png,否,1,否,中国,广东,100001,799,2149,82,0,0,0
