发布日期,文章标题,文章链接,文章简介,文章作者,是否原创,文章位置,阅读数,在看数,点赞数
2021-09-29,“第一民族饮料”健力宝沦为元气森林代工厂，为了翻红有多拼？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650253262&idx=1&sn=2ce4e3fbed395b7c9ccc27a5fceaeb6f&chksm=bedd9a9e89aa1388b5a3a45f3f6cdcc5aecc084a181b5dd0a0b3b582640da452889c463d0667&scene=27#wechat_redirect,你对健力宝的第一印象是什么？,黄小曼,是,1,2324,9,9
2021-09-28,除了刷抖音，碎片化时间还能做什么？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650253105&idx=2&sn=a4282931c5719f3fad1d49258b796263&chksm=bedd9a6189aa137787245367d770898a03b93ae84014994a1276df609297f5fe95598bcc17cd&scene=27#wechat_redirect,融媒体时代下的新媒体人应该关注什么？,,否,2,477,2,4
2021-09-28,“为什么只有人类害怕同类尸体？”成账号爆款，“孟晚舟回家之后的四件事”获双10W+，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650253105&idx=3&sn=18c037a0415059554079bc5ef8185478&chksm=bedd9a6189aa1377be30341059e662c32be041de5d0f59f2005c4f29bc06ccc40270819e311f&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,457,1,5
2021-09-28,星巴克、麦当劳、喜茶都在强推的燕麦奶，是新风口还是智商税？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650253105&idx=1&sn=54e3982005ec61a19aee9e34a1d1a06f&chksm=bedd9a6189aa1377272514ffc5980623f9e3080629239a2453824fe5cb0a14d74ebf7c8f1582&scene=27#wechat_redirect,想革牛奶的命？没那么简单,佳佳,否,1,1821,7,12
2021-09-27,“脑梗日记，一次差点猝死体验”成账号爆款，“靠卖废品养大6名弃婴”点赞破万，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252889&idx=2&sn=6d4a62e3cc4cf27f855cad32e4ddc7ec&chksm=bedd9b0989aa121f5754ec2b126110312d36c6b03f3bf861feb36184849a5a96f15d24696149&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,2,755,0,2
2021-09-27,微信重大更新，这次真的没想到！群聊折叠，视频号星标……,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252889&idx=1&sn=6a6352c3eb864fb3f8b6782445b13c5c&chksm=bedd9b0989aa121f6b3233e75a8d2d9f1f937b6ec7fbddf2e156d53fd114ebc724842e66ad3e&scene=27#wechat_redirect,它来了，它来了！微信又带着它的更新来了！,黄小曼,是,1,23167,29,31
2021-09-26,“杨振宁究竟有多了不起？”成账号爆款，“这座又美又妙的城市最近终于出圈”引共鸣，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252851&idx=2&sn=f1aaf1a2df72ab4f7687cafc26d22935&chksm=bedd9b6389aa1275849c231f37495a94e5d277b306060e1eb281e2a1d91f92759200ada43dbc&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,2,574,1,3
2021-09-26,抖音美女蹦迪带货，三句话让男粉丝下单？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252851&idx=1&sn=3fba8b5d29e57b816faccdcf041c104c&chksm=bedd9b6389aa127540e4c2fd409a39b3ae1e4951a5b508b6737b196752ee520ceb40639b6685&scene=27#wechat_redirect,就这？,开菠萝财经团队,否,1,3118,5,6
2021-09-24,【中国国家地理】【新浪微博】【天眼查】招人啦！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252811&idx=2&sn=91834456bc56dd6ce2780812513deafb&chksm=bedd9b5b89aa124d4829bbe349357e5fe253172bf6842eb5b6915584937058751bffc494dad3&scene=27#wechat_redirect,微果酱提供新媒体招聘信息发布渠道。,小曼,否,2,490,1,2
2021-09-24,“老人不帮忙带娃的家庭”在看数过万，“张文宏和上海的努力，终于被看到了！”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252811&idx=3&sn=e4e1efbc255602c1fd5a1cf8531ddc6e&chksm=bedd9b5b89aa124d5453597a1693417bc8750aae776b61d09896d9b225f800982c58226aa535&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,407,1,2
2021-09-24,公众号后台突发bug；B站UP主被林俊杰索赔；多个平台封禁这类账号！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252811&idx=1&sn=f6efba2e7ef54d3485224333bd3c6fe2&chksm=bedd9b5b89aa124d884a8899886a048482f3403b973f740b0d4c2f26adf1bf96a97331ce86f4&scene=27#wechat_redirect,每周为你筛选最值得关注的新媒体资讯,陈出木,否,1,2213,9,8
2021-09-22,“用十年时间，等妈妈死去”令人泪目，“美女支教老师龙晶睛，到底是去支教的，还是去添乱的？”引热议，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252524&idx=2&sn=9ae13ee3e609627a4cb3b086e34c7062&chksm=bedd99bc89aa10aa518cff0256c79a2b657d4db6f15deb780e683677a89c7ff4f91af5dc9016&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,2,1180,2,1
2021-09-22,李子柒消失的64天,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252524&idx=1&sn=d36ccb7bf88a73f71862121a8888b0d2&chksm=bedd99bc89aa10aa733c2c1729204fb7322577ae89c02093a5a1a0195b4f2e348fcac6e98b1c&scene=27#wechat_redirect,谁是“资本”？,毛丽娜,否,1,5022,11,12
2021-09-18,【刺猬公社】【可能文化】【巴黎疯人院】招人啦！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252343&idx=2&sn=c6cc3d429b5325f1b9c8b55b9ac32231&chksm=bedd996789aa107152b7011f5e12c3a8565cc749683ce56dcd48ba06e02ecbfecf147965c28b&scene=27#wechat_redirect,微果酱提供新媒体招聘信息发布渠道。,小曼,否,2,414,1,3
2021-09-18,“那个曾在警察父亲葬礼上哭泣的小男孩，也牺牲了”点赞破万，“现在的屏蔽词真是让人懵了个逼”引热议，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252343&idx=3&sn=6ba73416dd12b6bbf7ce0b6f98c91fdd&chksm=bedd996789aa107179ffc6da83a55157da3ffd83dd3fc54c58566527bf1357e71b67ef369522&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,363,1,4
2021-09-18,等了8年，微信终于能打开淘宝、抖音链接，12亿流量闸门被彻底砸开？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252343&idx=1&sn=1fcfccdf4b01858046bbb488d7166485&chksm=bedd996789aa107182eb82cd22ec9675ef94bc6461de6a71d03df13a6d37816d2c0a5cd69476&scene=27#wechat_redirect,每周为你筛选最值得关注的新媒体资讯,小曼,否,1,2408,7,7
2021-09-17,现在做新媒体，还有前途吗？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252252&idx=2&sn=e67275dcf0a7750adc804f1ca526d3f1&chksm=bedd9e8c89aa179aaa570117d642d0bc8dd369f3edd3494cd99c991a16de503bd102d809139c&scene=27#wechat_redirect,早鸟价5.9折优惠！,,否,2,843,2,2
2021-09-17,“社交牛逼症是当代年轻人的精神奶头乐”成账号爆款，“福建疫情58名孩子确诊”引人泪目，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252252&idx=3&sn=d8331d6cfc08096e3676524c99635d6a&chksm=bedd9e8c89aa179a66e6607bb86b484c225757543e2c7a2ed4beb9930d9a9ca34ddbfe30cb69&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,409,2,4
2021-09-17,千万大号“铁山靠”，“招财大牛猫”被永久封禁，自媒体的洗牌又开始了,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252252&idx=1&sn=cc10fe86d7a321fa6521940ce7f2b304&chksm=bedd9e8c89aa179a5d5693305467c0c4e043fb826cfba84885a87a696e5ff7bf1b8cc78e4768&scene=27#wechat_redirect,这个行业变了,陈出木,是,1,4195,11,18
2021-09-16,这个中秋月饼礼盒，比iPhone13还香！（内含抽奖）,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252096&idx=2&sn=aa03c2e739272ef4002aa09fa397fce5&chksm=bedd9e1089aa170644f1795af21c40ddada0cc1d688a7854cac4536f0275c3d1ae1cf8e9fd86&scene=27#wechat_redirect,抽奖啦！,微果酱编辑部,否,2,1648,7,17
2021-09-16,“武汉枪击案：喷子请闭嘴”成账号爆款，“乔任梁父母：失独之后”引热议，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252096&idx=3&sn=e31360ffe02f3d68ea1cbcad21caee91&chksm=bedd9e1089aa1706c106fdb6e8a0de5d8e50be5ccf378516ca2ac170281bd17f1e5baa3a9516&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,380,0,4
2021-09-16,1个月更新7次，微信不再是那个微信,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650252096&idx=1&sn=27eb474360ce7d98bf34b34caf06ff95&chksm=bedd9e1089aa1706578b1dbc03375f6956cb80127363c807f073a12478ea19ac628f92ed1776&scene=27#wechat_redirect,微信的棋局，藏在暴风式的更新里,黄小曼,是,1,4764,12,17
2021-09-15,微信PC最新版本内测，这次有点料！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251936&idx=2&sn=15585480c083f2c9754f4b8729d2d366&chksm=bedd9ff089aa16e6028a024d362738cfc1688c99f7f52b559ae9b0118a869590d7b3bd8ca4a0&scene=27#wechat_redirect,真香了,陈出木,是,2,2009,4,9
2021-09-15,“嫁给「强奸犯」的45年”引热议，“天下苦孙俪久矣？”点赞数破万，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251936&idx=3&sn=d75acecb21cc523a984181cfbc9bc00b&chksm=bedd9ff089aa16e6d006ef3d2656c49d4748427b3e6d4f6834d105fed9b7b31e269ff9ccbe24&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,613,3,6
2021-09-15,148元一个的冰淇淋月饼，是消费升级还是贵得离谱？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251936&idx=1&sn=3d5e988f29c638523d9d130bdaf75a3c&chksm=bedd9ff089aa16e65cb2861702c1477185e8ea6f6528189a6c1a25c5cb4ed82c1c1a2fdf30d8&scene=27#wechat_redirect,月饼的消费需求已出现分层,李欢欢,否,1,1306,5,8
2021-09-14,“我才读懂这样的女孩有多可怕”引热议，“华裔女孩美网夺冠，称中国是其成功秘密”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251823&idx=2&sn=d946f0ca732a4b60490d89ba96960afa&chksm=bedd9f7f89aa16696a1a657e331483bc2e37b3caf4c191d6de2558dd8fedd4fb02b64b022ac4&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,2,730,1,3
2021-09-14,“文具大王”晨光玩跨界，3年亏损7500万？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251823&idx=1&sn=57e9e2a9e3d5860b96d0270dced2f727&chksm=bedd9f7f89aa16690405207009aa4c9e180e99e36f5f4e3cd71f9af0eabbb37c784af5315158&scene=27#wechat_redirect,年轻人买不动了。,陈出木,是,1,2393,6,13
2021-09-13,“解剖台上，躺着我的解剖学老师”引人泪目，“虽然住个大别墅，还不如我的小公寓值钱”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251671&idx=2&sn=3aef029285a32ac752e141d4080015e7&chksm=bedd9cc789aa15d167a63775335f92ae8a300c9ef657bef376e5de21a411f057cce3caf7ac43&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,2,676,1,3
2021-09-13,寺庙里的流量密码：一天涨粉55万，新媒体的钱真这么好赚？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251671&idx=1&sn=97be18f1db56e93f2bffeaec1cd6a9c1&chksm=bedd9cc789aa15d1851f759400e9b267852027766658da31393f5334e5363bbb5d73879b8e73&scene=27#wechat_redirect,回头是岸。,陈文琦,否,1,2414,4,6
2021-09-10,“生孩子的代价”成账号爆款，“当社交牛逼症在公司群里发了一张私照”引共鸣，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251518&idx=2&sn=bb28e4f3b0b1111128217617a22b9bfc&chksm=bedd9dae89aa14b8199d8c153eb800cc00ee499cf4ca9263875144282ecebf6614190d202e21&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,2,735,2,3
2021-09-10,微信上线两个新功能；近3000个自媒体被处置；B站禁用“伞兵”等一批词汇,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251518&idx=1&sn=50c7e58bb1e976d2d90057c329c2c334&chksm=bedd9dae89aa14b885ee8bb905b9b6612cb6000dd873990252e9951e572a549f21e84db5c6dd&scene=27#wechat_redirect,每周为你筛选最值得关注的新媒体资讯,陈出木,否,1,2544,8,9
2021-09-09,【启年网络科技】【羊城网】【新浪微博】招人啦！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251403&idx=2&sn=700767da46fddb2e0d7b483f8daed7ad&chksm=bedd9ddb89aa14cdc66d5566e36206d6ad562c460199a6ceb12436feac22c1f36f1b36cc0f6d&scene=27#wechat_redirect,微果酱提供新媒体招聘信息发布渠道。,小曼,否,2,292,0,1
2021-09-09,“网红水果还能卷多久？”引争议，“朋友圈停更很久的人，怎么今天都发了？”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251403&idx=3&sn=9465d583f747f79fed1182e506c99ccb&chksm=bedd9ddb89aa14cdc4aacc3186fa13024d6c32546ff23d531a6717e46c67c159a65a6aa48ff5&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,422,1,2
2021-09-09,用“水猴子”在B站吸粉500万，这个顶流up主太野了……,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251403&idx=1&sn=c615f08bb53ebf14d01c02482e6e3543&chksm=bedd9ddb89aa14cd6fb7bb074174326a73e0af3e207bbac4c9d3f18dafdd7439c3c931b768f3&scene=27#wechat_redirect,十年科普无人知，一朝藏狐天下晓。,套路编辑部,否,1,2171,6,20
2021-09-08,2021年，那些还在做公众号的人怎么样了？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251274&idx=2&sn=ca32ff1dc7d34713df7ad3f87dd883c2&chksm=bedd9d5a89aa144c9d6c4bcc737ff705b2b4134728b74683300a22e45db96df646febc0cc8b7&scene=27#wechat_redirect,内容永不死！,,否,2,619,4,6
2021-09-08,“我必须抢救这部片子”引共鸣，“‘婴儿住院4天花55万药费’，这种热点新闻背后到底有什么玄机”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251274&idx=3&sn=96377c946a004e23f99ee0460611dd46&chksm=bedd9d5a89aa144c840ea3b6f061694ce1063127d067dd86b38ea294898a0c5479d6d2c4237f&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,266,1,3
2021-09-08,互联网上的喝酒人，资本眼里的“金韭菜”,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251274&idx=1&sn=56e0e8f53fbb4975aca9de374916644f&chksm=bedd9d5a89aa144cf73b8b3f0ffc0313aaec4221e025c13dd721ff4c671fca82c861230137b2&scene=27#wechat_redirect,令人上头的低度酒,黄小曼,是,1,1971,9,7
2021-09-07,微果酱邀请你一起赚钱啦！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251248&idx=2&sn=84234a0a731e4a46691d70f8d3d71954&chksm=bedda2a089aa2bb6b446003a1c4b2c33aa78a584220f7658d43091329972c37d6ea3112e2724&scene=27#wechat_redirect,快来加入我们！,微果酱编辑部,否,2,568,5,4
2021-09-07,“北京环球影城主题房，网友：阴间设计”成账号爆款，“这场只在当地女人和孩子中肆虐的怪病”引思考，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251248&idx=3&sn=c7c2b3c174bd8b8dca0acd1c0bcc088a&chksm=bedda2a089aa2bb6c1ae9632d3573321461390dad26d8151292d5cc453cc843e7d55fa318049&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,460,1,1
2021-09-07,一天涨粉181万，反诈警官直播连麦走红！对面主播：哥，我是良民…,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650251248&idx=1&sn=9e19d9e128a15b704419820d7abe22e0&chksm=bedda2a089aa2bb638f841be66d46eb5dc1b52e823eed811f3d8e789630a7cfbee4dac155cb4&scene=27#wechat_redirect,反诈宣传是如何破圈的？,Bamboo,否,1,3202,10,14
2021-09-06,全平台封禁的郭老师是谁？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250991&idx=2&sn=ffd8ce064550ab093f266bb704fccaea&chksm=bedda3bf89aa2aa9b29a2bc83705facd73f9d53e38d475e834830ff93be645753441b4315b13&scene=27#wechat_redirect,郭老师封禁与成长始末。,刺猬公社编辑部,否,2,981,2,4
2021-09-06,“一看到他，我都替娱乐圈丢人”在看数点赞数双过万，“地铁上，她被3个男人扒光”引热议，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250991&idx=3&sn=1d6bdfd6982d625b36e06a02840f9462&chksm=bedda3bf89aa2aa932634b0ec0e4c9b33680b28a6f7b45e3399bd415d7ed300b88fd7bfdca42&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,345,1,3
2021-09-06,老黄：一款新消费产品的诞生,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250991&idx=1&sn=c8a64e91d529b01aab6f49f261d3b92b&chksm=bedda3bf89aa2aa96790660b3337a07b7e322e6dedfcff7079ed4180f70f8dd638822902443d&scene=27#wechat_redirect,用内容去驱动新消费的创新，做真正“实用而美”的好商品,老黄,是,1,4127,15,21
2021-09-03,剧本杀out了，「自拍馆」才是年轻人新宠,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250826&idx=2&sn=79e62485830654e08bea2d1ef23ebb71&chksm=bedda31a89aa2a0c2abb7bf71dff023cd71c2c513f426afb58271f35b443bfa3c93ca87b3a4f&scene=27#wechat_redirect,全民风靡的新生意，还是网红经济下的产物？,祖杨,否,2,767,1,2
2021-09-03,“向死而生”成账号爆款，“内娱女星「低幼至死」，她成绝色”引热议，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250826&idx=3&sn=e8f7d040a032b22bd1793a13c12c082c&chksm=bedda31a89aa2a0cf56964ce75feb4d066190a9cb714cceb86c45a850661b4e342b12d5f9dfa&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,374,1,2
2021-09-02,信息爆炸的时代，如何获取有价值的内容？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250733&idx=2&sn=343efbe839edc7e1471fe263772c99b8&chksm=bedda0bd89aa29ab58e7861e97f4f34835c21058b3a51d96ccbed5896ed2a14f0dcc9ec823a0&scene=27#wechat_redirect,融媒体时代下的新媒体人应该关注什么？,,否,2,297,3,4
2021-09-02,“刘德华也被曝光了”点赞数在看数双过万，“送她上热搜！现在立刻马上！”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250733&idx=3&sn=78facbc5c19c1cb510ca0da7c109dab9&chksm=bedda0bd89aa29ab6b1afe2daf38d97ff24198f1ab145959f9730364ef3a3a05983da26cb14f&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,329,1,3
2021-09-02,排长队的茶颜悦色，抵不过“山寨”的茶理宜世？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250733&idx=1&sn=f058f8b708c15b6151d676ee56869bf2&chksm=bedda0bd89aa29ab55a42418a0ec8f0f16e8dd6893d9b4e3765e96378d215b492a803dc1824a&scene=27#wechat_redirect,全靠国潮？,陈出木,是,1,1788,11,10
2021-09-01,【绿橙广告】【丁香医生】【收藏·拍卖】招人啦！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250465&idx=2&sn=cf570c4eaa8b5d13206a128f66c0e4c5&chksm=bedda1b189aa28a7dfd869bf9720a8f4ac354758fa964dd2877c42e8534c5354d3be489dd6fe&scene=27#wechat_redirect,微果酱提供新媒体招聘信息发布渠道。,小曼,否,2,342,1,2
2021-09-01,“风情街、小镰仓…看烦了”引热议，“拍不好他，中国再难出巨星”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250465&idx=3&sn=4f5963c5eee5d0b2e9f6328efc8db0fa&chksm=bedda1b189aa28a7fc5804c1e6866c4cf7f42e01340fe7c961f39a1eb772257c2c32db76c723&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,322,1,2
2021-09-01,阅读10W+，涨粉600，公众号爆文效应失灵了吗？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250465&idx=1&sn=5865eb43b72e0c362e5ef0bbc030c7bb&chksm=bedda1b189aa28a77aaa5795820ed064fad89f9f546d6f6acd940d999d70995ee5bff28de9e0&scene=27#wechat_redirect,欢迎来到微果酱的「爆文拆解」栏目,黄小曼,是,1,2900,8,10
2021-08-31,“她火了，我放心了”引热议，“电商公司刷单诈骗，全公司被抓，连离职设计师也跑不了”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250164&idx=2&sn=2ece4f7498322139af3e15907051ce06&chksm=bedda6e489aa2ff2824badb06e73d4bc78e454aa0c58132fa3e6306b69bc72485e9a902cbd40&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,2,979,2,4
2021-08-31,一周涨粉600W+，抖音话题播放近19亿，是谁操纵了“陶白白”的爆红？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250164&idx=1&sn=d07c9b52c61c24d3efd9ac6ec1507abe&chksm=bedda6e489aa2ff299d5ca2acd6e94f04e91f1a33856e3d7ba461f5a0dbf64e1869132e2cebd&scene=27#wechat_redirect,星座博主如何俘获年轻人的心？,刺猬公社编辑部,否,1,5233,9,9
2021-08-30,“你妈的身体，真没你想得那么健康”引热议，“华侨城，一座走不出的城”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250067&idx=2&sn=c4fba2faba725f725c6c90459225458b&chksm=bedda60389aa2f1529e83dba2857d5b0a35ea7a2515dd984a066086ffde703ce3c1e3e337850&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,2,659,3,4
2021-08-30,短视频广告帝国：1小时生产12条短视频、500元卖肖像权,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650250067&idx=1&sn=b1ad9408a7533c9f79496f7da72218c3&chksm=bedda60389aa2f15acec85cf8166cfd8efaf3a91c6bc4c074516b56d8fc16a7d157a1382387a&scene=27#wechat_redirect,抄袭成了常态，流量是考核视频效果的唯一标准。,显微故事编辑部,否,1,1768,9,9
2021-08-27,【锋潮科技】【爱奇艺】【广告门】招人啦！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249993&idx=2&sn=9be81bc51159837ebc0f38a91aaed840&chksm=bedda65989aa2f4f5002d554a3dd32561eafe45b351fddc3a6b75119059c6d8cc27f9927a3f0&scene=27#wechat_redirect,微果酱提供新媒体招聘信息发布渠道。,小曼,否,2,276,2,2
2021-08-27,“这一次，李诞真的笑不出来了”引热议，“吃过一次折耳根，才明白大自然的残酷”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249993&idx=3&sn=5edda5d272dce65c0b2b5ed3dccd09d3&chksm=bedda65989aa2f4f997e09fa84e743a41757011246d133e8994b43ed3e99f2aeed381b454395&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,437,1,2
2021-08-27,凉凉！国家网信办将封禁一批自媒体账号；“燕公子”等微博145个大V被处置,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249993&idx=1&sn=2ca1010b6d08e9ef22312c33d12efe20&chksm=bedda65989aa2f4ffc701b95faa99edad6422015e6a3e9c3fc275e02c1d473fef64785ae47b2&scene=27#wechat_redirect,每周为你筛选最值得关注的新媒体资讯,陈出木,否,1,4202,11,13
2021-08-26,抖音神曲的幕后推手，是怎么把节奏洗进你的脑子的？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249759&idx=2&sn=2208fdb2b71399378db76cda363a649b&chksm=bedda74f89aa2e594bc9ef02d9feefb7ac4fed709083888f6a7e29aa68446b7eefa9df9433c4&scene=27#wechat_redirect,抖音热搜策划：神曲是流量和钱，也是垃圾,塔门,否,2,334,1,5
2021-08-26,“如何一秒搞哭一个女人？”引共鸣，“霍尊下流口嗨的男生群聊，真的很普遍吗？”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249759&idx=3&sn=f1dba991d37dba34c7a9787f98c0f263&chksm=bedda74f89aa2e5971ea15be0e91c1f5e1f6318a42a07dad5660d2fb822364f0340faf8a54c9&scene=27#wechat_redirect,微果酱每日为你筛选爆文,小曼,否,3,441,1,4
2021-08-26,做螺蛳粉、卖雪糕、出彩妆，“不务正业”的五菱靠跨界上位？,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249759&idx=1&sn=449aff2465cefc08875d6db176389563&chksm=bedda74f89aa2e594c3396b9b5a924c3ef141d889846d979ec67a7b8677194321ffd2fd39d1f&scene=27#wechat_redirect,万物皆可五菱？,黄小曼,是,1,1947,6,10
2021-08-25,【ZAKER】【第一财经传媒】【Yunit】招人啦！,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249709&idx=2&sn=dba61495ab75548869a3275d28c0c131&chksm=bedda4bd89aa2dab4a6502282417652950c9fd9b69d263236cd2519219035d3c02f20cbfb44c&scene=27#wechat_redirect,微果酱提供新媒体招聘信息发布渠道。,木木,否,2,256,1,2
2021-08-25,“保护全红婵”引热议，“被剥夺体力、脑力甚至呼吸，都因为这道‘传统美食’”成账号爆款，每日爆款,http://mp.weixin.qq.com/s?__biz=MjM5NzEzNzQ3MQ==&mid=2650249709&idx=3&sn=900021b09475fcab252dbe9dc537465b&chksm=bedda4bd89aa2dab60163e3801cdb03676b83b5f8b26c4326af67e599e3c1dd4d7d60ca51892&scene=27#wechat_redirect,微果酱每日为你筛选爆文,木木,否,3,335,0,1
